CLASS,AGE,SEX,SURVIVED
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Home,Mor
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Sobreviu
crew,Adult,Dona,Mor
crew,Adult,Dona,Mor
crew,Adult,Dona,Mor
